audio_id,label
dia1019_utt8,0
dia939_utt8,3
dia425_utt0,0
dia1027_utt4,4
dia820_utt15,4
dia36_utt4,3
dia185_utt0,1
dia590_utt3,1
dia372_utt2,4
dia792_utt2,0
dia531_utt7,0
dia853_utt1,6
dia886_utt9,4
dia648_utt5,1
dia198_utt3,0
dia851_utt2,0
dia995_utt0,6
dia610_utt2,0
dia29_utt0,1
dia821_utt1,1
dia949_utt9,0
dia175_utt9,3
dia426_utt7,3
dia530_utt17,3
dia156_utt0,3
dia599_utt11,0
dia736_utt4,3
dia829_utt2,6
dia219_utt9,0
dia1017_utt12,0
dia563_utt2,0
dia939_utt1,0
dia483_utt1,6
dia607_utt10,0
dia372_utt1,4
dia125_utt4,0
dia799_utt1,2
dia459_utt0,0
dia537_utt4,0
dia841_utt0,2
dia184_utt9,4
dia864_utt0,0
dia649_utt20,0
dia454_utt1,5
dia723_utt7,2
dia775_utt2,1
dia361_utt14,0
dia660_utt15,1
dia622_utt9,0
dia151_utt15,0
dia407_utt7,6
dia273_utt8,6
dia595_utt5,6
dia202_utt12,0
dia857_utt4,0
dia662_utt1,0
dia55_utt14,4
dia564_utt4,0
dia1038_utt8,1
dia516_utt2,1
dia389_utt10,0
dia793_utt5,6
dia738_utt8,1
dia900_utt13,0
dia804_utt5,6
dia537_utt0,0
dia704_utt4,6
dia138_utt9,0
dia199_utt1,4
dia623_utt7,4
dia611_utt14,0
dia921_utt1,2
dia99_utt15,0
dia630_utt0,4
dia713_utt1,1
dia1024_utt0,4
dia231_utt12,0
dia801_utt2,0
dia932_utt2,4
dia505_utt13,0
dia415_utt4,0
dia610_utt3,1
dia938_utt8,1
dia365_utt8,0
dia38_utt9,1
dia604_utt4,1
dia577_utt6,0
dia511_utt2,2
dia712_utt4,1
dia788_utt1,4
dia315_utt9,4
dia300_utt9,6
dia87_utt8,4
dia976_utt3,0
dia848_utt9,1
dia388_utt16,6
dia956_utt2,1
dia317_utt7,4
dia544_utt0,0
dia380_utt4,4
dia703_utt3,1
dia29_utt2,0
dia327_utt3,0
dia170_utt7,1
dia317_utt2,0
dia925_utt6,0
dia258_utt6,4
dia21_utt3,1
dia679_utt3,4
dia851_utt12,0
dia261_utt8,3
dia810_utt13,3
dia64_utt1,0
dia805_utt5,4
dia126_utt11,0
dia960_utt2,0
dia4_utt11,3
dia791_utt17,4
dia445_utt11,0
dia806_utt6,3
dia168_utt7,0
dia681_utt3,5
dia959_utt7,0
dia992_utt15,3
dia241_utt5,6
dia316_utt6,4
dia273_utt12,0
dia53_utt4,0
dia464_utt1,1
dia707_utt13,4
dia583_utt3,0
dia973_utt15,0
dia571_utt9,0
dia872_utt2,4
dia943_utt5,0
dia966_utt7,0
dia528_utt4,0
dia652_utt10,4
dia994_utt3,6
dia900_utt0,0
dia526_utt8,0
dia730_utt10,0
dia332_utt11,1
dia610_utt1,4
dia356_utt18,0
dia525_utt6,0
dia123_utt1,6
dia1002_utt0,0
dia893_utt2,3
dia441_utt3,4
dia93_utt2,0
dia677_utt2,4
dia356_utt17,6
dia869_utt16,5
dia628_utt9,0
dia141_utt2,0
dia669_utt2,4
dia543_utt1,0
dia832_utt11,3
dia404_utt19,0
dia300_utt6,0
dia404_utt5,0
dia630_utt11,0
dia886_utt5,4
dia852_utt5,0
dia520_utt4,1
dia455_utt17,5
dia446_utt12,4
dia199_utt2,4
dia963_utt3,6
dia47_utt3,0
dia812_utt4,4
dia431_utt15,1
dia526_utt9,0
dia939_utt2,0
dia446_utt5,0
dia1024_utt4,4
dia206_utt18,6
dia1038_utt1,4
dia351_utt10,6
dia312_utt15,0
dia499_utt7,0
dia4_utt8,4
dia541_utt0,4
dia476_utt7,2
dia480_utt3,0
dia571_utt5,0
dia46_utt10,0
dia704_utt1,6
dia32_utt11,4
dia775_utt9,0
dia873_utt1,0
dia418_utt13,0
dia1019_utt0,0
dia898_utt1,4
dia437_utt2,0
dia949_utt2,4
dia507_utt15,0
dia117_utt1,0
dia660_utt12,0
dia336_utt9,3
dia819_utt5,6
dia1036_utt1,3
dia666_utt16,0
dia926_utt4,6
dia251_utt3,0
dia561_utt0,0
dia771_utt15,1
dia12_utt1,4
dia661_utt0,6
dia617_utt0,0
dia46_utt4,0
dia252_utt2,0
dia148_utt8,0
dia204_utt1,0
dia913_utt3,6
dia431_utt13,6
dia444_utt6,0
dia948_utt11,0
dia663_utt9,0
dia505_utt11,0
dia673_utt16,0
dia821_utt12,0
dia157_utt1,4
dia835_utt10,6
dia758_utt4,6
dia119_utt1,0
dia840_utt7,4
dia435_utt2,4
dia292_utt1,3
dia190_utt5,0
dia468_utt7,0
dia809_utt15,2
dia813_utt0,0
dia137_utt7,0
dia475_utt10,0
dia705_utt8,0
dia883_utt3,0
dia893_utt17,4
dia15_utt10,0
dia716_utt0,0
dia129_utt4,3
dia956_utt14,0
dia771_utt2,0
dia649_utt5,0
dia84_utt5,0
dia773_utt2,0
dia649_utt9,4
dia233_utt1,1
dia733_utt1,0
dia468_utt3,4
dia866_utt10,3
dia539_utt2,1
dia844_utt4,0
dia599_utt6,4
dia605_utt3,4
dia513_utt4,6
dia448_utt8,6
dia241_utt13,5
dia326_utt8,0
dia1026_utt10,4
dia230_utt1,4
dia888_utt15,0
dia745_utt10,6
dia523_utt4,0
dia699_utt11,5
dia1005_utt6,5
dia965_utt5,0
dia780_utt7,0
dia623_utt6,0
dia672_utt5,4
dia727_utt9,0
dia976_utt12,2
dia977_utt2,1
dia171_utt5,0
dia560_utt1,4
dia905_utt8,4
dia836_utt12,4
dia841_utt17,0
dia125_utt5,0
dia170_utt9,0
dia202_utt14,0
dia792_utt20,1
dia9_utt6,0
dia307_utt1,4
dia62_utt3,4
dia666_utt7,0
dia531_utt14,6
dia89_utt11,6
dia504_utt0,4
dia466_utt9,6
dia965_utt6,1
dia30_utt5,1
dia568_utt4,3
dia2_utt7,3
dia528_utt0,1
dia623_utt13,4
dia787_utt9,0
dia466_utt10,0
dia971_utt0,0
dia553_utt15,0
dia248_utt1,6
dia657_utt18,5
dia964_utt5,0
dia65_utt0,4
dia1036_utt9,0
dia179_utt17,0
dia255_utt10,6
dia837_utt0,0
dia891_utt2,1
dia154_utt1,4
dia691_utt0,4
dia182_utt0,0
dia961_utt8,3
dia499_utt18,1
dia430_utt3,6
dia519_utt1,6
dia479_utt10,5
dia806_utt15,2
dia328_utt1,6
dia271_utt2,4
dia344_utt15,5
dia1022_utt7,0
dia852_utt6,0
dia565_utt1,0
dia1002_utt4,4
dia571_utt4,0
dia939_utt11,3
dia938_utt4,4
dia3_utt1,1
dia424_utt0,4
dia255_utt13,5
dia813_utt6,0
dia542_utt0,0
dia948_utt1,0
dia139_utt2,6
dia94_utt15,4
dia265_utt0,6
dia336_utt7,6
dia781_utt0,0
dia713_utt2,4
dia39_utt7,4
dia860_utt6,0
dia568_utt0,5
dia770_utt16,6
dia589_utt4,4
dia918_utt5,6
dia228_utt7,6
dia351_utt0,6
dia659_utt16,0
dia370_utt1,4
dia930_utt11,0
dia757_utt10,4
dia888_utt8,0
dia626_utt4,6
dia111_utt10,1
dia890_utt1,0
dia681_utt5,0
dia888_utt3,6
dia626_utt12,1
dia960_utt6,6
dia23_utt3,4
dia796_utt2,0
dia214_utt8,4
dia477_utt13,4
dia94_utt7,3
dia524_utt15,2
dia128_utt2,4
dia673_utt17,0
dia235_utt0,6
dia801_utt6,0
dia32_utt15,0
dia50_utt4,0
dia604_utt9,0
dia26_utt10,0
dia32_utt7,1
dia852_utt3,0
dia318_utt4,0
dia33_utt9,4
dia893_utt10,4
dia95_utt0,4
dia459_utt2,4
dia61_utt0,0
dia578_utt5,1
dia575_utt3,0
dia1030_utt4,3
dia736_utt0,4
dia169_utt2,0
dia561_utt14,1
dia960_utt0,6
dia965_utt0,2
dia937_utt2,0
dia737_utt1,0
dia476_utt0,3
dia438_utt9,4
dia991_utt7,1
dia190_utt6,4
dia1032_utt9,0
dia160_utt17,0
dia845_utt4,0
dia264_utt4,4
dia772_utt15,0
dia759_utt0,1
dia156_utt10,0
dia1016_utt19,6
dia426_utt1,3
dia482_utt9,6
dia682_utt7,0
dia416_utt2,0
dia216_utt2,0
dia771_utt17,0
dia537_utt3,6
dia499_utt4,0
dia499_utt9,0
dia147_utt4,2
dia450_utt1,0
dia68_utt0,6
dia212_utt5,5
dia763_utt5,3
dia447_utt0,0
dia522_utt3,0
dia632_utt9,0
dia226_utt17,3
dia284_utt1,0
dia186_utt0,4
dia561_utt5,6
dia35_utt0,1
dia1025_utt17,0
dia30_utt13,0
dia269_utt0,0
dia389_utt0,0
dia852_utt2,3
dia603_utt9,1
dia153_utt8,5
dia877_utt2,4
dia484_utt2,0
dia338_utt0,0
dia644_utt8,4
dia1004_utt0,0
dia379_utt4,3
dia763_utt0,0
dia338_utt14,0
dia158_utt8,0
dia596_utt12,0
dia827_utt1,4
dia646_utt19,4
dia777_utt9,4
dia153_utt11,6
dia861_utt2,3
dia562_utt11,0
dia479_utt7,5
dia39_utt4,6
dia41_utt13,0
dia738_utt2,0
dia717_utt7,0
dia512_utt6,0
dia830_utt1,4
dia614_utt9,0
dia700_utt1,0
dia589_utt5,3
dia450_utt4,0
dia843_utt4,0
dia739_utt2,0
dia845_utt5,4
dia961_utt12,0
dia817_utt13,0
dia771_utt10,0
dia749_utt5,4
dia687_utt5,1
dia874_utt14,0
dia541_utt7,4
dia461_utt2,0
dia749_utt2,4
dia649_utt4,0
dia356_utt16,0
dia231_utt10,3
dia788_utt0,2
dia1019_utt10,6
dia626_utt5,0
dia127_utt4,5
dia853_utt10,1
dia945_utt15,0
dia261_utt7,1
dia939_utt3,2
dia496_utt13,4
dia851_utt8,0
dia776_utt3,0
dia1001_utt4,3
dia284_utt0,0
dia728_utt0,6
dia659_utt1,0
dia818_utt0,0
dia100_utt0,0
dia223_utt0,0
dia1024_utt13,4
dia590_utt1,4
dia0_utt10,2
dia593_utt3,3
dia976_utt2,0
dia320_utt8,3
dia775_utt7,0
dia811_utt3,0
dia884_utt7,1
dia534_utt1,0
dia747_utt4,1
dia945_utt3,4
dia107_utt8,0
dia556_utt0,0
dia107_utt1,0
dia1009_utt13,1
dia884_utt15,1
dia464_utt10,0
dia79_utt4,0
dia336_utt19,0
dia148_utt13,1
dia241_utt11,5
dia621_utt4,6
dia667_utt6,4
dia533_utt8,0
dia28_utt6,2
dia939_utt20,0
dia67_utt1,0
dia914_utt2,0
dia28_utt2,6
dia695_utt2,4
dia410_utt3,4
dia792_utt4,4
dia561_utt17,1
dia111_utt6,2
dia229_utt3,0
dia319_utt13,1
dia379_utt7,3
dia945_utt6,6
dia950_utt15,4
dia565_utt4,4
dia665_utt17,1
dia475_utt6,1
dia532_utt12,0
dia740_utt8,1
dia826_utt4,3
dia607_utt12,4
dia564_utt3,4
dia585_utt4,3
dia630_utt2,5
dia477_utt11,0
dia176_utt6,0
dia696_utt0,0
dia437_utt0,6
dia891_utt5,4
dia756_utt3,0
dia754_utt4,6
dia821_utt5,0
dia335_utt1,4
dia225_utt7,0
dia526_utt10,0
dia156_utt6,0
dia363_utt1,0
dia147_utt5,4
dia409_utt8,1
dia508_utt8,0
dia645_utt0,0
dia525_utt2,0
dia977_utt8,0
dia384_utt4,4
dia920_utt3,1
dia851_utt14,0
dia174_utt3,4
dia901_utt14,3
dia617_utt3,5
dia128_utt7,4
dia523_utt1,4
dia218_utt8,0
dia68_utt2,0
dia459_utt11,6
dia401_utt0,0
dia12_utt3,1
dia102_utt0,0
dia122_utt9,5
dia664_utt7,0
dia245_utt0,4
dia819_utt8,0
dia70_utt7,6
dia1038_utt10,0
dia745_utt0,3
dia1005_utt17,0
dia562_utt9,4
dia210_utt4,6
dia129_utt6,1
dia404_utt4,3
dia1024_utt10,0
dia578_utt3,1
dia36_utt3,0
dia674_utt3,1
dia20_utt5,4
dia617_utt6,6
dia207_utt12,0
dia718_utt4,4
dia167_utt2,6
dia1009_utt10,4
dia371_utt4,0
dia997_utt8,1
dia483_utt11,0
dia53_utt3,0
dia527_utt5,5
dia222_utt0,4
dia436_utt1,5
dia973_utt7,0
dia526_utt17,0
dia401_utt3,0
dia651_utt2,1
dia254_utt7,0
dia1018_utt12,1
dia933_utt11,6
dia990_utt14,0
dia414_utt7,4
dia313_utt2,0
dia913_utt10,0
dia544_utt1,2
dia621_utt6,0
dia331_utt9,4
dia255_utt14,5
dia423_utt3,0
dia530_utt10,6
dia562_utt8,0
dia662_utt3,0
dia6_utt19,6
dia924_utt1,4
dia192_utt1,0
dia887_utt9,1
dia304_utt0,0
dia170_utt11,0
dia207_utt19,0
dia968_utt6,0
dia630_utt7,0
dia553_utt19,3
dia1007_utt13,3
dia549_utt2,3
dia557_utt1,0
dia675_utt1,4
dia510_utt5,1
dia61_utt5,3
dia792_utt0,4
dia377_utt5,0
dia95_utt16,0
dia201_utt7,1
dia537_utt1,0
dia723_utt6,1
dia935_utt10,4
dia135_utt1,0
dia21_utt11,5
dia1022_utt3,4
dia671_utt1,0
dia844_utt13,6
dia1031_utt2,4
dia584_utt5,0
dia671_utt10,1
dia981_utt2,1
dia664_utt0,0
dia901_utt5,5
dia448_utt11,0
dia250_utt1,4
dia605_utt6,2
dia978_utt2,0
dia582_utt0,0
dia638_utt3,4
dia757_utt5,0
dia238_utt1,0
dia361_utt3,1
dia434_utt13,0
dia797_utt8,4
dia940_utt5,0
dia696_utt7,6
dia164_utt2,1
dia963_utt1,1
dia254_utt1,6
dia214_utt4,0
dia718_utt1,0
dia679_utt6,0
dia811_utt8,4
dia354_utt1,0
dia526_utt15,0
dia804_utt9,3
dia356_utt10,6
dia47_utt9,0
dia952_utt6,0
dia273_utt4,3
dia25_utt4,0
dia319_utt7,1
dia28_utt4,2
dia771_utt14,6
dia81_utt12,0
dia948_utt2,0
dia901_utt2,0
dia95_utt13,0
dia953_utt17,0
dia374_utt14,4
dia814_utt1,0
dia103_utt1,0
dia634_utt0,6
dia786_utt2,6
dia265_utt4,3
dia926_utt15,0
dia395_utt7,0
dia225_utt4,0
dia9_utt9,4
dia350_utt3,4
dia226_utt0,1
dia678_utt6,0
dia237_utt0,1
dia448_utt4,6
dia435_utt8,4
dia20_utt15,1
dia728_utt8,0
dia1016_utt18,6
dia214_utt9,0
dia841_utt4,6
dia733_utt10,3
dia205_utt3,1
dia40_utt12,4
dia888_utt11,0
dia143_utt4,0
dia904_utt7,6
dia130_utt14,0
dia870_utt1,0
dia366_utt7,3
dia678_utt5,0
dia922_utt7,0
dia553_utt14,0
dia275_utt5,2
dia841_utt10,3
dia154_utt7,6
dia976_utt9,5
dia493_utt0,3
dia113_utt5,0
dia283_utt5,0
dia226_utt21,4
dia480_utt7,0
dia686_utt4,5
dia980_utt9,0
dia813_utt2,0
dia510_utt0,0
dia337_utt6,3
dia528_utt1,0
dia465_utt1,0
dia183_utt15,0
dia455_utt3,0
dia982_utt5,0
dia532_utt6,0
dia305_utt10,0
dia986_utt10,0
dia116_utt7,3
dia737_utt4,1
dia891_utt1,0
dia489_utt3,0
dia140_utt0,0
dia362_utt6,0
dia423_utt1,0
dia521_utt1,0
dia1016_utt2,6
dia443_utt4,0
dia956_utt10,0
dia674_utt8,0
dia867_utt0,0
dia287_utt0,0
dia945_utt10,4
dia344_utt4,1
dia564_utt8,0
dia207_utt3,0
dia213_utt2,4
dia252_utt5,0
dia820_utt21,4
dia947_utt10,0
dia678_utt1,0
dia706_utt4,0
dia41_utt9,0
dia274_utt2,1
dia379_utt6,1
dia208_utt9,4
dia182_utt2,3
dia817_utt7,6
dia531_utt5,3
dia665_utt12,0
dia1032_utt7,4
dia40_utt10,0
dia126_utt10,0
dia909_utt8,0
dia499_utt12,0
dia684_utt0,0
dia139_utt0,0
dia953_utt14,1
dia300_utt14,0
dia264_utt1,0
dia902_utt3,0
dia810_utt9,4
dia728_utt5,0
dia1025_utt13,4
dia799_utt5,0
dia72_utt5,0
dia240_utt1,0
dia505_utt14,6
dia937_utt4,0
dia808_utt3,0
dia841_utt21,4
dia180_utt8,1
dia201_utt6,1
dia907_utt9,5
dia232_utt11,0
dia163_utt2,1
dia615_utt15,0
dia608_utt7,4
dia1015_utt5,0
dia574_utt10,0
dia59_utt6,4
dia614_utt13,4
dia207_utt4,0
dia366_utt8,1
dia285_utt0,0
dia569_utt2,0
dia258_utt3,0
dia94_utt9,0
dia1013_utt1,6
dia654_utt4,3
dia56_utt2,1
dia625_utt10,0
dia26_utt12,0
dia657_utt11,1
dia905_utt2,6
dia536_utt1,0
dia2_utt1,0
dia358_utt13,1
dia568_utt8,1
dia744_utt3,0
dia938_utt0,0
dia1019_utt12,0
dia557_utt5,4
dia232_utt13,1
dia792_utt19,4
dia772_utt0,0
dia292_utt0,0
dia179_utt1,0
dia843_utt9,3
dia841_utt12,4
dia611_utt7,1
dia782_utt10,1
dia36_utt0,0
dia737_utt2,0
dia675_utt5,0
dia741_utt0,4
dia536_utt7,1
dia676_utt4,2
dia42_utt1,1
dia709_utt1,4
dia446_utt4,0
dia924_utt3,0
dia663_utt6,0
dia277_utt1,0
dia962_utt4,4
dia860_utt2,2
dia30_utt15,1
dia565_utt0,0
dia906_utt3,0
dia365_utt0,0
dia365_utt2,0
dia700_utt12,0
dia969_utt4,0
dia573_utt5,4
dia518_utt2,0
dia34_utt8,0
dia861_utt0,3
dia219_utt11,3
dia256_utt15,0
dia738_utt0,3
dia305_utt7,0
dia311_utt1,4
dia695_utt3,2
dia607_utt3,0
dia212_utt2,0
dia596_utt2,0
dia99_utt12,0
dia47_utt2,0
dia989_utt1,0
dia548_utt7,0
dia689_utt4,0
dia1008_utt1,1
dia798_utt0,5
dia279_utt9,4
dia658_utt3,0
dia652_utt9,2
dia820_utt16,1
dia676_utt8,1
dia756_utt9,0
dia182_utt14,0
dia317_utt1,4
dia686_utt11,1
dia1038_utt14,0
dia770_utt17,2
dia41_utt14,5
dia4_utt14,0
dia308_utt5,0
dia66_utt7,0
dia980_utt8,0
dia232_utt5,6
dia662_utt4,0
dia696_utt5,6
dia321_utt9,0
dia334_utt5,0
dia576_utt3,0
dia542_utt5,0
dia252_utt17,4
dia249_utt6,3
dia114_utt4,4
dia892_utt4,0
dia574_utt7,1
dia479_utt9,5
dia245_utt13,3
dia705_utt4,0
dia964_utt11,5
dia707_utt12,6
dia54_utt2,6
dia664_utt2,3
dia187_utt2,4
dia509_utt10,6
dia167_utt4,0
dia901_utt11,1
dia183_utt0,0
dia521_utt2,3
dia972_utt10,1
dia496_utt9,0
dia509_utt13,1
dia493_utt2,0
dia163_utt1,6
dia31_utt0,0
dia783_utt1,4
dia99_utt0,4
dia645_utt2,0
dia873_utt5,6
dia435_utt1,4
dia421_utt0,0
dia946_utt4,0
dia689_utt3,0
dia892_utt8,0
dia309_utt4,0
dia830_utt4,4
dia218_utt4,3
dia869_utt4,0
dia690_utt5,1
dia834_utt12,0
dia843_utt5,6
dia389_utt7,0
dia99_utt3,4
dia719_utt2,4
dia58_utt8,0
dia623_utt3,6
dia89_utt8,0
dia332_utt15,0
dia76_utt3,0
dia530_utt15,0
dia906_utt5,1
dia1017_utt3,6
dia41_utt5,1
dia6_utt18,6
dia832_utt9,4
dia791_utt9,3
dia548_utt6,0
dia504_utt13,6
dia871_utt6,0
dia611_utt8,0
dia195_utt10,0
dia980_utt0,0
dia850_utt6,4
dia810_utt10,0
dia73_utt9,0
dia768_utt4,1
dia245_utt7,4
dia635_utt8,0
dia231_utt4,0
dia666_utt11,6
dia928_utt3,4
dia675_utt4,0
dia875_utt1,4
dia483_utt15,1
dia907_utt8,1
dia161_utt4,0
dia182_utt10,0
dia321_utt6,1
dia246_utt4,0
dia8_utt0,0
dia183_utt1,1
dia633_utt3,4
dia534_utt3,1
dia295_utt20,6
dia275_utt1,6
dia47_utt7,4
dia806_utt4,0
dia255_utt5,4
dia861_utt15,4
dia606_utt1,1
dia1019_utt3,0
dia697_utt5,1
dia388_utt10,1
dia183_utt11,0
dia505_utt12,6
dia794_utt7,3
dia46_utt12,4
dia465_utt4,0
dia186_utt5,1
dia204_utt2,0
dia845_utt10,4
dia251_utt5,0
dia12_utt8,1
dia861_utt8,6
dia292_utt4,3
dia628_utt12,0
dia257_utt2,2
dia431_utt6,6
dia861_utt14,5
dia264_utt7,6
dia355_utt2,0
dia146_utt8,0
dia62_utt9,1
dia94_utt4,5
dia823_utt8,1
dia191_utt3,4
dia933_utt9,0
dia989_utt9,1
dia780_utt2,6
dia883_utt1,0
dia917_utt1,4
dia1038_utt11,5
dia190_utt2,4
dia834_utt10,0
dia720_utt10,0
dia866_utt4,0
dia693_utt0,0
dia261_utt6,0
dia686_utt1,0
dia665_utt18,6
dia440_utt10,0
dia404_utt1,4
dia110_utt2,1
dia664_utt4,6
dia985_utt2,1
dia657_utt14,3
